spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-8,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-8,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-8,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-8,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-8,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-8,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-8,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-05-26,34.0,34.0,1079,1082,1082,1167,1205,1204,955,1013,971,92,75,122,96,98,94,88,94,92,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,94.0,57.0,70.0,73.0,63.0,85.0,115.0,64.0,80.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,24.0,18.0,17.0,18.0,18.0,9.0,6.0,16.0,16.0
1,2020-05-27,35.0,35.0,1082,1082,1167,1205,1204,955,1013,971,899,75,122,96,98,94,88,94,92,94,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,57.0,70.0,73.0,63.0,85.0,115.0,64.0,80.0,82.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,18.0,17.0,18.0,18.0,9.0,6.0,16.0,16.0,16.0
1,2020-05-28,31.0,31.0,1082,1167,1205,1204,955,1013,971,899,987,122,96,98,94,88,94,92,94,111,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,70.0,73.0,63.0,85.0,115.0,64.0,80.0,82.0,64.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,17.0,18.0,18.0,9.0,6.0,16.0,16.0,16.0,17.0
1,2020-05-29,29.0,29.0,1167,1205,1204,955,1013,971,899,987,933,96,98,94,88,94,92,94,111,80,-30.0,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-2.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,73.0,63.0,85.0,115.0,64.0,80.0,82.0,64.0,51.0,-55.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,18.0,18.0,9.0,6.0,16.0,16.0,16.0,17.0,18.0
1,2020-05-30,28.0,28.0,1205,1204,955,1013,971,899,987,933,772,98,94,88,94,92,94,111,80,60,-34.0,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-5.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,63.0,85.0,115.0,64.0,80.0,82.0,64.0,51.0,58.0,-54.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,18.0,9.0,6.0,16.0,16.0,16.0,17.0,18.0,9.0
1,2020-05-31,19.0,19.0,1204,955,1013,971,899,987,933,772,798,94,88,94,92,94,111,80,60,49,-33.0,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-4.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,85.0,115.0,64.0,80.0,82.0,64.0,51.0,58.0,69.0,-42.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,9.0,6.0,16.0,16.0,16.0,17.0,18.0,9.0,7.0
1,2020-06-01,8.0,8.0,955,1013,971,899,987,933,772,798,809,88,94,92,94,111,80,60,49,46,-32.0,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-14.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,115.0,64.0,80.0,82.0,64.0,51.0,58.0,69.0,81.0,-43.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,6.0,16.0,16.0,16.0,17.0,18.0,9.0,7.0,14.0
1,2020-06-02,24.0,24.0,1013,971,899,987,933,772,798,809,672,94,92,94,111,80,60,49,46,56,-26.0,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-4.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,64.0,80.0,82.0,64.0,51.0,58.0,69.0,81.0,64.0,-55.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,16.0,16.0,16.0,17.0,18.0,9.0,7.0,14.0,16.0
1,2020-06-03,21.0,21.0,971,899,987,933,772,798,809,672,681,92,94,111,80,60,49,46,56,54,-28.0,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-3.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,80.0,82.0,64.0,51.0,58.0,69.0,81.0,64.0,68.0,-54.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,16.0,16.0,17.0,18.0,9.0,7.0,14.0,16.0,16.0
1,2020-06-04,13.0,13.0,899,987,933,772,798,809,672,681,628,94,111,80,60,49,46,56,54,64,-26.0,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,0.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,82.0,64.0,51.0,58.0,69.0,81.0,64.0,68.0,108.0,-52.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,16.0,17.0,18.0,9.0,7.0,14.0,16.0,16.0,15.0
1,2020-06-05,25.0,25.0,987,933,772,798,809,672,681,628,678,111,80,60,49,46,56,54,64,40,-28.0,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-3.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,64.0,51.0,58.0,69.0,81.0,64.0,68.0,108.0,101.0,-54.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,17.0,18.0,9.0,7.0,14.0,16.0,16.0,15.0,15.0
1,2020-06-06,29.0,29.0,933,772,798,809,672,681,628,678,528,80,60,49,46,56,54,64,40,62,-32.0,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-5.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,51.0,58.0,69.0,81.0,64.0,68.0,108.0,101.0,88.0,-53.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,18.0,9.0,7.0,14.0,16.0,16.0,15.0,15.0,8.0
1,2020-06-07,17.0,17.0,772,798,809,672,681,628,678,528,703,60,49,46,56,54,64,40,62,41,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,58.0,69.0,81.0,64.0,68.0,108.0,101.0,88.0,130.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,9.0,7.0,14.0,16.0,16.0,15.0,15.0,8.0,5.0
1,2020-06-08,20.0,20.0,798,809,672,681,628,678,528,703,601,49,46,56,54,64,40,62,41,44,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,69.0,81.0,64.0,68.0,108.0,101.0,88.0,130.0,100.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,7.0,14.0,16.0,16.0,15.0,15.0,8.0,5.0,14.0
1,2020-06-09,24.0,24.0,809,672,681,628,678,528,703,601,462,46,56,54,64,40,62,41,44,34,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,81.0,64.0,68.0,108.0,101.0,88.0,130.0,100.0,90.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,14.0,16.0,16.0,15.0,15.0,8.0,5.0,14.0,14.0
1,2020-06-10,30.0,30.0,672,681,628,678,528,703,601,462,479,56,54,64,40,62,41,44,34,35,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,64.0,68.0,108.0,101.0,88.0,130.0,100.0,90.0,78.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,16.0,16.0,15.0,15.0,8.0,5.0,14.0,14.0,15.0
1,2020-06-11,23.0,23.0,681,628,678,528,703,601,462,479,439,54,64,40,62,41,44,34,35,31,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,68.0,108.0,101.0,88.0,130.0,100.0,90.0,78.0,100.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,16.0,15.0,15.0,8.0,5.0,14.0,14.0,15.0,15.0
1,2020-06-12,7.0,7.0,628,678,528,703,601,462,479,439,436,64,40,62,41,44,34,35,31,29,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,108.0,101.0,88.0,130.0,100.0,90.0,78.0,100.0,89.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,15.0,15.0,8.0,5.0,14.0,14.0,15.0,15.0,14.0
1,2020-06-13,9.0,9.0,678,528,703,601,462,479,439,436,448,40,62,41,44,34,35,31,29,28,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,101.0,88.0,130.0,100.0,90.0,78.0,100.0,89.0,111.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,15.0,8.0,5.0,14.0,14.0,15.0,15.0,14.0,6.0
1,2020-06-14,10.0,10.0,528,703,601,462,479,439,436,448,361,62,41,44,34,35,31,29,28,19,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,88.0,130.0,100.0,90.0,78.0,100.0,89.0,111.0,142.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,8.0,5.0,14.0,14.0,15.0,15.0,14.0,6.0,4.0
1,2020-06-15,19.0,19.0,703,601,462,479,439,436,448,361,359,41,44,34,35,31,29,28,19,8,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,130.0,100.0,90.0,78.0,100.0,89.0,111.0,142.0,104.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,5.0,14.0,14.0,15.0,15.0,14.0,6.0,4.0,13.0
1,2020-06-16,12.0,12.0,601,462,479,439,436,448,361,359,324,44,34,35,31,29,28,19,8,24,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,100.0,90.0,78.0,100.0,89.0,111.0,142.0,104.0,136.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,14.0,14.0,15.0,15.0,14.0,6.0,4.0,13.0,13.0
1,2020-06-17,10.0,10.0,462,479,439,436,448,361,359,324,404,34,35,31,29,28,19,8,24,21,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,90.0,78.0,100.0,89.0,111.0,142.0,104.0,136.0,123.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,14.0,15.0,15.0,14.0,6.0,4.0,13.0,13.0,13.0
1,2020-06-18,16.0,16.0,479,439,436,448,361,359,324,404,386,35,31,29,28,19,8,24,21,13,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,5.0,78.0,100.0,89.0,111.0,142.0,104.0,136.0,123.0,139.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,15.0,15.0,14.0,6.0,4.0,13.0,13.0,13.0,13.0
1,2020-06-19,7.0,7.0,439,436,448,361,359,324,404,386,437,31,29,28,19,8,24,21,13,25,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,5.0,4.0,100.0,89.0,111.0,142.0,104.0,136.0,123.0,139.0,128.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,15.0,14.0,6.0,4.0,13.0,13.0,13.0,13.0,11.0
1,2020-06-20,8.0,8.0,436,448,361,359,324,404,386,437,448,29,28,19,8,24,21,13,25,29,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,5.0,4.0,3.0,89.0,111.0,142.0,104.0,136.0,123.0,139.0,128.0,135.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,14.0,6.0,4.0,13.0,13.0,13.0,13.0,11.0,4.0
1,2020-06-21,2.0,2.0,448,361,359,324,404,386,437,448,316,28,19,8,24,21,13,25,29,17,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-3.0,-7.0,0.0,3.0,2.0,5.0,4.0,3.0,-2.0,111.0,142.0,104.0,136.0,123.0,139.0,128.0,135.0,149.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,6.0,4.0,13.0,13.0,13.0,13.0,11.0,4.0,1.0
1,2020-06-22,13.0,13.0,361,359,324,404,386,437,448,316,340,19,8,24,21,13,25,29,17,20,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-7.0,0.0,3.0,2.0,5.0,4.0,3.0,-2.0,0.0,142.0,104.0,136.0,123.0,139.0,128.0,135.0,149.0,119.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,4.0,13.0,13.0,13.0,13.0,11.0,4.0,1.0,12.0
1,2020-06-23,7.0,7.0,359,324,404,386,437,448,316,340,349,8,24,21,13,25,29,17,20,24,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,0.0,3.0,2.0,5.0,4.0,3.0,-2.0,0.0,6.0,104.0,136.0,123.0,139.0,128.0,135.0,149.0,119.0,95.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,13.0,13.0,13.0,13.0,11.0,4.0,1.0,12.0,12.0
1,2020-06-24,12.0,12.0,324,404,386,437,448,316,340,349,320,24,21,13,25,29,17,20,24,30,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,3.0,2.0,5.0,4.0,3.0,-2.0,0.0,6.0,-8.0,136.0,123.0,139.0,128.0,135.0,149.0,119.0,95.0,122.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,13.0,13.0,13.0,11.0,4.0,1.0,12.0,12.0,15.0
1,2020-06-25,10.0,10.0,404,386,437,448,316,340,349,320,376,21,13,25,29,17,20,24,30,23,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,2.0,5.0,4.0,3.0,-2.0,0.0,6.0,-8.0,7.0,123.0,139.0,128.0,135.0,149.0,119.0,95.0,122.0,142.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,13.0,13.0,11.0,4.0,1.0,12.0,12.0,15.0,12.0
1,2020-06-26,14.0,14.0,386,437,448,316,340,349,320,376,166,13,25,29,17,20,24,30,23,7,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,5.0,4.0,3.0,-2.0,0.0,6.0,-8.0,7.0,1.0,139.0,128.0,135.0,149.0,119.0,95.0,122.0,142.0,129.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,13.0,11.0,4.0,1.0,12.0,12.0,15.0,12.0,11.0
1,2020-06-27,3.0,3.0,437,448,316,340,349,320,376,166,249,25,29,17,20,24,30,23,7,9,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,4.0,3.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,128.0,135.0,149.0,119.0,95.0,122.0,142.0,129.0,117.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,11.0,4.0,1.0,12.0,12.0,15.0,12.0,11.0,5.0
1,2020-06-28,5.0,5.0,448,316,340,349,320,376,166,249,315,29,17,20,24,30,23,7,9,10,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,3.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,135.0,149.0,119.0,95.0,122.0,142.0,129.0,117.0,153.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,4.0,1.0,12.0,12.0,15.0,12.0,11.0,5.0,2.0
1,2020-06-29,8.0,8.0,316,340,349,320,376,166,249,315,637,17,20,24,30,23,7,9,10,19,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,149.0,119.0,95.0,122.0,142.0,129.0,117.0,153.0,137.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,1.0,12.0,12.0,15.0,12.0,11.0,5.0,2.0,11.0
1,2020-06-30,5.0,5.0,340,349,320,376,166,249,315,637,267,20,24,30,23,7,9,10,19,12,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,21.0,119.0,95.0,122.0,142.0,129.0,117.0,153.0,137.0,133.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,12.0,12.0,15.0,12.0,11.0,5.0,2.0,11.0,10.0
1,2020-07-01,14.0,14.0,349,320,376,166,249,315,637,267,191,24,30,23,7,9,10,19,12,10,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,95.0,122.0,142.0,129.0,117.0,153.0,137.0,133.0,234.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,12.0,15.0,12.0,11.0,5.0,2.0,11.0,10.0,16.0
1,2020-07-02,12.0,12.0,320,376,166,249,315,637,267,191,355,30,23,7,9,10,19,12,10,16,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,122.0,142.0,129.0,117.0,153.0,137.0,133.0,234.0,134.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,15.0,12.0,11.0,5.0,2.0,11.0,10.0,16.0,11.0
1,2020-07-03,10.0,10.0,376,166,249,315,637,267,191,355,319,23,7,9,10,19,12,10,16,7,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,7.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,6.0,142.0,129.0,117.0,153.0,137.0,133.0,234.0,134.0,151.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,12.0,11.0,5.0,2.0,11.0,10.0,16.0,11.0,12.0
1,2020-07-04,3.0,3.0,166,249,315,637,267,191,355,319,223,7,9,10,19,12,10,16,7,8,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,6.0,-1.0,129.0,117.0,153.0,137.0,133.0,234.0,134.0,151.0,183.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,11.0,5.0,2.0,11.0,10.0,16.0,11.0,12.0,3.0
1,2020-07-05,4.0,4.0,249,315,637,267,191,355,319,223,209,9,10,19,12,10,16,7,8,2,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,117.0,153.0,137.0,133.0,234.0,134.0,151.0,183.0,190.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,5.0,2.0,11.0,10.0,16.0,11.0,12.0,3.0,0.0
1,2020-07-06,4.0,4.0,315,637,267,191,355,319,223,209,421,10,19,12,10,16,7,8,2,13,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-5.0,5.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,153.0,137.0,133.0,234.0,134.0,151.0,183.0,190.0,156.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,2.0,11.0,10.0,16.0,11.0,12.0,3.0,0.0,10.0
1,2020-07-07,7.0,7.0,637,267,191,355,319,223,209,421,208,19,12,10,16,7,8,2,13,7,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,5.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,6.0,137.0,133.0,234.0,134.0,151.0,183.0,190.0,156.0,136.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,11.0,10.0,16.0,11.0,12.0,3.0,0.0,10.0,11.0
1,2020-07-08,4.0,4.0,267,191,355,319,223,209,421,208,311,12,10,16,7,8,2,13,7,12,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,6.0,5.0,133.0,234.0,134.0,151.0,183.0,190.0,156.0,136.0,116.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,10.0,16.0,11.0,12.0,3.0,0.0,10.0,11.0,12.0
1,2020-07-09,8.0,8.0,191,355,319,223,209,421,208,311,322,10,16,7,8,2,13,7,12,10,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,6.0,5.0,6.0,234.0,134.0,151.0,183.0,190.0,156.0,136.0,116.0,136.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,16.0,11.0,12.0,3.0,0.0,10.0,11.0,12.0,11.0
1,2020-07-10,4.0,4.0,355,319,223,209,421,208,311,322,328,16,7,8,2,13,7,12,10,14,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,11.0,6.0,-1.0,-3.0,5.0,6.0,5.0,6.0,1.0,134.0,151.0,183.0,190.0,156.0,136.0,116.0,136.0,136.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,11.0,12.0,3.0,0.0,10.0,11.0,12.0,11.0,11.0
1,2020-07-11,4.0,4.0,319,223,209,421,208,311,322,328,166,7,8,2,13,7,12,10,14,3,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,6.0,-1.0,-3.0,5.0,6.0,5.0,6.0,1.0,-2.0,151.0,183.0,190.0,156.0,136.0,116.0,136.0,136.0,97.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,12.0,3.0,0.0,10.0,11.0,12.0,11.0,11.0,5.0
1,2020-07-12,4.0,4.0,223,209,421,208,311,322,328,166,198,8,2,13,7,12,10,14,3,5,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,-12.0,-1.0,-3.0,5.0,6.0,5.0,6.0,1.0,-2.0,-2.0,183.0,190.0,156.0,136.0,116.0,136.0,136.0,97.0,169.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,-31.0,3.0,0.0,10.0,11.0,12.0,11.0,11.0,5.0,1.0
1,2020-07-13,13.0,13.0,209,421,208,311,322,328,166,198,636,2,13,7,12,10,14,3,5,8,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,-12.0,-10.0,-3.0,5.0,6.0,5.0,6.0,1.0,-2.0,-2.0,3.0,190.0,156.0,136.0,116.0,136.0,136.0,97.0,169.0,150.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,-31.0,-46.0,0.0,10.0,11.0,12.0,11.0,11.0,5.0,1.0,10.0
