spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t
1,2020-06-18,-1.5,-1.5,81,113.7,80
1,2020-06-19,73.6,73.6,48,62.39999999999999,64
1,2020-06-20,140.7,140.7,85,127.7,56
1,2020-06-21,-18.7,-18.7,15,12.0,45
1,2020-06-22,23.5,23.5,2,2.8,2
1,2020-06-23,47.6,47.6,29,37.9,38
1,2020-06-24,64.9,64.9,10,4.4,42
1,2020-06-25,-2.1999999999999997,-2.1999999999999997,38,60.99999999999999,12
1,2020-06-26,-11.6,-11.6,92,151.3,17
1,2020-06-27,41.1,41.1,87,126.6,71
1,2020-06-28,137.8,137.8,87,143.1,16
1,2020-06-29,-0.3000000000000007,-0.3000000000000007,25,13.1,98
1,2020-06-30,135.0,135.0,12,-6.600000000000001,90
1,2020-07-01,152.3,152.3,1,-26.2,93
1,2020-07-02,138.4,138.4,12,-1.5,73
1,2020-07-03,110.3,110.3,50,73.6,38
1,2020-07-04,94.3,94.3,90,140.7,41
1,2020-07-05,63.0,63.0,1,-18.7,68
1,2020-07-06,62.0,62.0,26,23.5,69
1,2020-07-07,76.6,76.6,37,47.6,51
1,2020-07-08,29.9,29.9,41,64.9,16
1,2020-07-09,38.2,38.2,16,-2.1999999999999997,98
1,2020-07-10,7.699999999999999,7.699999999999999,8,-11.6,84
1,2020-07-11,-6.9,-6.9,36,41.1,67
1,2020-07-12,62.6,62.6,95,137.8,79
1,2020-07-13,47.400000000000006,47.400000000000006,6,-0.3000000000000007,35
1,2020-07-14,22.5,22.5,81,135.0,9
1,2020-07-15,33.1,33.1,97,152.3,42
1,2020-07-16,13.0,13.0,83,138.4,9
1,2020-07-17,156.7,156.7,73,110.3,46
1,2020-07-18,30.8,30.8,71,94.3,88
1,2020-07-19,69.1,69.1,45,63.0,45
1,2020-07-20,46.49999999999999,46.49999999999999,46,62.0,54
1,2020-07-21,28.700000000000003,28.700000000000003,62,76.6,96
1,2020-07-22,12.2,12.2,34,29.9,93
1,2020-07-23,134.7,134.7,23,38.2,3
1,2020-07-24,114.1,114.1,22,7.699999999999999,99
1,2020-07-25,74.6,74.6,3,-6.9,40
1,2020-07-26,138.7,138.7,37,62.6,1
1,2020-07-27,27.8,27.8,45,47.400000000000006,97
1,2020-07-28,86.4,86.4,27,22.5,78
1,2020-07-29,50.7,50.7,35,33.1,88
1,2020-07-30,38.5,38.5,17,13.0,53
1,2020-07-31,97.0,97.0,95,156.7,16
1,2020-08-01,-14.7,-14.7,28,30.8,56
1,2020-08-02,0.8000000000000007,0.8000000000000007,50,69.1,53
1,2020-08-03,-10.2,-10.2,42,46.49999999999999,83
1,2020-08-04,-3.799999999999999,-3.799999999999999,25,28.700000000000003,46
1,2020-08-05,70.5,70.5,16,12.2,50
1,2020-08-06,107.0,107.0,81,134.7,10
1,2020-08-07,22.0,22.0,77,114.1,56
1,2020-08-08,85.89999999999999,85.89999999999999,52,74.6,46
1,2020-08-09,58.3,58.3,98,138.7,93
1,2020-08-10,77.89999999999999,77.89999999999999,22,27.8,32
1,2020-08-11,101.3,101.3,66,86.4,86
1,2020-08-12,-22.5,-22.5,45,50.7,86
1,2020-08-13,62.6,62.6,38,38.5,87
1,2020-08-14,115.0,115.0,62,97.0,28
1,2020-08-15,54.3,54.3,6,-14.7,83
1,2020-08-16,11.0,11.0,10,0.8000000000000007,54
1,2020-08-17,121.2,121.2,9,-10.2,85
1,2020-08-18,16.0,16.0,5,-3.799999999999999,41
1,2020-08-19,97.0,97.0,57,70.5,88
1,2020-08-20,42.1,42.1,76,107.0,74
1,2020-08-21,5.399999999999999,5.399999999999999,14,22.0,6
1,2020-08-22,44.6,44.6,53,85.89999999999999,14
1,2020-08-23,146.39999999999998,146.39999999999998,44,58.3,55
1,2020-08-24,103.7,103.7,58,77.89999999999999,69
1,2020-08-25,133.89999999999998,133.89999999999998,70,101.3,59
1,2020-08-26,60.400000000000006,60.400000000000006,3,-22.5,92
1,2020-08-27,137.3,137.3,40,62.6,18
1,2020-08-28,61.5,61.5,74,115.0,36
1,2020-08-29,22.5,22.5,33,54.3,6
1,2020-08-30,6.7,6.7,22,11.0,88
1,2020-08-31,68.19999999999999,68.19999999999999,72,121.2,4
1,2020-09-01,129.1,129.1,20,16.0,60
1,2020-09-02,34.599999999999994,34.599999999999994,65,97.0,45
1,2020-09-03,41.3,41.3,29,42.1,24
1,2020-09-04,24.0,24.0,9,5.399999999999999,33
1,2020-09-05,117.0,117.0,31,44.6,27
1,2020-09-06,146.7,146.7,96,146.39999999999998,56
1,2020-09-07,84.6,84.6,67,103.7,34
1,2020-09-08,89.39999999999999,89.39999999999999,86,133.89999999999998,41
1,2020-09-09,49.4,49.4,50,60.400000000000006,82
1,2020-09-10,96.6,96.6,85,137.3,24
1,2020-09-11,123.7,123.7,51,61.5,84
1,2020-09-12,91.8,91.8,21,22.5,44
1,2020-09-13,122.9,122.9,5,6.7,6
1,2020-09-14,105.0,105.0,47,68.19999999999999,39
1,2020-09-15,75.69999999999999,75.69999999999999,77,129.1,6
1,2020-09-16,102.7,102.7,29,34.599999999999994,49
1,2020-09-17,16.400000000000002,16.400000000000002,37,41.3,72
1,2020-09-18,65.9,65.9,30,24.0,90
1,2020-09-19,19.9,19.9,84,117.0,86
1,2020-09-20,99.4,99.4,93,146.7,38
1,2020-09-21,76.6,76.6,60,84.6,58
1,2020-09-22,109.4,109.4,63,89.39999999999999,59
1,2020-09-23,35.3,35.3,31,49.4,11
1,2020-09-24,48.8,48.8,69,96.6,69
1,2020-09-25,80.0,80.0,89,123.7,92
1,2020-09-26,32.8,32.8,60,91.8,34
1,2020-09-27,104.8,104.8,82,122.9,55
1,2020-09-28,129.1,129.1,78,105.0,92
1,2020-09-29,154.0,154.0,62,75.69999999999999,99
1,2020-09-30,62.5,62.5,68,102.7,43
1,2020-10-01,117.4,117.4,25,16.400000000000002,87
1,2020-10-02,125.3,125.3,46,65.9,41
1,2020-10-03,21.1,21.1,17,19.9,30
1,2020-10-04,142.7,142.7,59,99.4,3
1,2020-10-05,107.0,107.0,53,76.6,45
1,2020-10-06,133.1,133.1,70,109.4,32
1,2020-10-07,126.0,126.0,22,35.3,7
1,2020-10-08,89.5,89.5,34,48.8,30
1,2020-10-09,-4.3,-4.3,55,80.0,45
1,2020-10-10,28.0,28.0,20,32.8,4
1,2020-10-11,29.8,29.8,62,104.8,2
1,2020-10-12,107.7,107.7,89,129.1,74
1,2020-10-13,20.9,20.9,95,154.0,25
1,2020-10-14,130.89999999999998,130.89999999999998,53,62.5,92
1,2020-10-15,58.9,58.9,86,117.4,96
1,2020-10-16,125.5,125.5,82,125.3,47
1,2020-10-17,50.3,50.3,23,21.1,60
1,2020-10-18,85.9,85.9,91,142.7,40
1,2020-10-19,9.2,9.2,76,107.0,74
1,2020-10-20,43.7,43.7,88,133.1,55
1,2020-10-21,2.3000000000000007,2.3000000000000007,75,126.0,5
1,2020-10-22,65.4,65.4,65,89.5,70
1,2020-10-23,69.3,69.3,1,-4.3,20
1,2020-10-24,161.3,161.3,20,28.0,20
1,2020-10-25,-7.800000000000001,-7.800000000000001,20,29.8,14
1,2020-10-26,80.1,80.1,78,107.7,83
1,2020-10-27,122.8,122.8,25,20.9,72
1,2020-10-28,40.60000000000001,40.60000000000001,89,130.89999999999998,68
1,2020-10-29,9.599999999999998,9.599999999999998,35,58.9,2
1,2020-10-30,-1.0999999999999996,-1.0999999999999996,74,125.5,1
1,2020-10-31,12.8,12.8,43,50.3,76
1,2020-11-01,23.200000000000003,23.200000000000003,59,85.9,48
1,2020-11-02,55.0,55.0,10,9.2,26
1,2020-11-03,139.9,139.9,37,43.7,64
1,2020-11-04,4.8,4.8,7,2.3000000000000007,32
1,2020-11-05,163.2,163.2,51,65.4,71
1,2020-11-06,86.8,86.8,48,69.3,41
1,2020-11-07,94.9,94.9,97,161.3,12
1,2020-11-08,44.3,44.3,6,-7.800000000000001,60
1,2020-11-09,103.4,103.4,63,80.1,90
1,2020-11-10,104.7,104.7,77,122.8,27
1,2020-11-11,109.7,109.7,41,40.60000000000001,97
1,2020-11-12,33.2,33.2,18,9.599999999999998,70
1,2020-11-13,59.49999999999999,59.49999999999999,5,-1.0999999999999996,32
1,2020-11-14,84.39999999999999,84.39999999999999,16,12.8,48
1,2020-11-15,151.0,151.0,20,23.200000000000003,36
1,2020-11-16,-2.6000000000000014,-2.6000000000000014,35,55.0,15
1,2020-11-17,106.5,106.5,95,139.9,72
1,2020-11-18,132.3,132.3,6,4.8,18
1,2020-11-19,128.0,128.0,99,163.2,17
1,2020-11-20,103.6,103.6,68,86.8,96
1,2020-11-21,114.1,114.1,68,94.9,69
1,2020-11-22,166.6,166.6,28,44.3,11
1,2020-11-23,-4.699999999999999,-4.699999999999999,67,103.4,35
1,2020-11-24,21.0,21.0,78,104.7,93
1,2020-11-25,70.80000000000001,70.80000000000001,73,109.7,48
1,2020-11-26,109.7,109.7,22,33.2,14
1,2020-11-27,93.5,93.5,47,59.49999999999999,68
1,2020-11-28,24.5,24.5,53,84.39999999999999,19
1,2020-11-29,64.8,64.8,92,151.0,18
1,2020-11-30,114.5,114.5,11,-2.6000000000000014,71
1,2020-12-01,88.19999999999999,88.19999999999999,69,106.5,36
1,2020-12-02,45.1,45.1,87,132.3,52
1,2020-12-03,50.0,50.0,91,128.0,89
1,2020-12-04,80.80000000000001,80.80000000000001,71,103.6,57
1,2020-12-05,71.89999999999999,71.89999999999999,83,114.1,90
1,2020-12-06,0.8999999999999986,0.8999999999999986,98,166.6,0
1,2020-12-07,75.89999999999999,75.89999999999999,5,-4.699999999999999,44
1,2020-12-08,1.1000000000000014,1.1000000000000014,24,21.0,66
1,2020-12-09,61.39999999999999,61.39999999999999,51,70.80000000000001,53
1,2020-12-10,128.6,128.6,76,109.7,65
1,2020-12-11,116.09999999999998,116.09999999999998,61,93.5,34
1,2020-12-12,103.9,103.9,25,24.5,60
1,2020-12-13,147.9,147.9,39,64.8,5
1,2020-12-14,126.9,126.9,76,114.5,49
1,2020-12-15,70.6,70.6,57,88.19999999999999,29
1,2020-12-16,3.4000000000000004,3.4000000000000004,44,45.1,99
1,2020-12-17,101.8,101.8,43,50.0,77
1,2020-12-18,39.8,39.8,56,80.80000000000001,48
1,2020-12-19,-2.1999999999999997,-2.1999999999999997,43,71.89999999999999,4
1,2020-12-20,150.6,150.6,18,0.8999999999999986,99
1,2020-12-21,72.2,72.2,48,75.89999999999999,19
1,2020-12-22,4.0,4.0,10,1.1000000000000014,53
1,2020-12-23,104.6,104.6,52,61.39999999999999,90
1,2020-12-24,115.0,115.0,82,128.6,36
1,2020-12-25,42.1,42.1,84,116.09999999999998,89
1,2020-12-26,94.5,94.5,71,103.9,56
1,2020-12-27,103.8,103.8,90,147.9,17
1,2020-12-28,126.7,126.7,90,126.9,87
1,2020-12-29,50.1,50.1,44,70.6,14
1,2020-12-30,38.7,38.7,8,3.4000000000000004,34
1,2020-12-31,118.09999999999998,118.09999999999998,77,101.8,97
1,2021-01-01,103.7,103.7,40,39.8,94
1,2021-01-02,5.6,5.6,16,-2.1999999999999997,98
1,2021-01-03,16.199999999999996,16.199999999999996,90,150.6,8
1,2021-01-04,68.1,68.1,49,72.2,37
1,2021-01-05,25.6,25.6,17,4.0,83
1,2021-01-06,-10.7,-10.7,73,104.6,65
1,2021-01-07,41.0,41.0,74,115.0,36
1,2021-01-08,38.5,38.5,29,42.1,24
1,2021-01-09,110.6,110.6,60,94.5,25
1,2021-01-10,12.6,12.6,63,103.8,11
1,2021-01-11,41.9,41.9,86,126.7,65
1,2021-01-12,12.5,12.5,45,50.1,88
1,2021-01-13,4.6,4.6,30,38.7,41
1,2021-01-14,72.1,72.1,79,118.09999999999998,54
1,2021-01-15,16.7,16.7,67,103.7,34
1,2021-01-16,84.7,84.7,4,5.6,4
1,2021-01-17,73.6,73.6,21,16.199999999999996,65
1,2021-01-18,63.7,63.7,42,68.1,11
1,2021-01-19,103.0,103.0,23,25.6,45
1,2021-01-20,-7.199999999999999,-7.199999999999999,8,-10.7,81
1,2021-01-21,102.7,102.7,34,41.0,56
1,2021-01-22,86.0,86.0,32,38.5,53
1,2021-01-23,146.4,146.4,70,110.6,28
1,2021-01-24,5.899999999999999,5.899999999999999,9,12.6,9
1,2021-01-25,78.39999999999999,78.39999999999999,25,41.9,2
1,2021-01-26,39.4,39.4,22,12.5,83
1,2021-01-27,-7.200000000000001,-7.200000000000001,5,4.6,13
1,2021-01-28,-1.599999999999998,-1.599999999999998,50,72.1,43
1,2021-01-29,-2.1,-2.1,13,16.7,18
1,2021-01-30,64.1,64.1,56,84.7,35
1,2021-01-31,87.30000000000001,87.30000000000001,53,73.6,55
1,2021-02-01,75.4,75.4,53,63.7,88
1,2021-02-02,61.2,61.2,62,103.0,8
1,2021-02-03,-15.7,-15.7,3,-7.199999999999999,41
1,2021-02-04,70.89999999999999,70.89999999999999,77,102.7,94
1,2021-02-05,26.200000000000003,26.200000000000003,55,86.0,25
1,2021-02-06,122.9,122.9,90,146.4,22
1,2021-02-07,80.6,80.6,16,5.899999999999999,71
1,2021-02-08,9.6,9.6,47,78.39999999999999,5
1,2021-02-09,93.7,93.7,26,39.4,16
1,2021-02-10,53.9,53.9,9,-7.200000000000001,75
1,2021-02-11,82.3,82.3,10,-1.599999999999998,62
1,2021-02-12,29.5,29.5,9,-2.1,58
1,2021-02-13,145.5,145.5,52,64.1,81
1,2021-02-14,121.0,121.0,66,87.30000000000001,83
1,2021-02-15,101.2,101.2,56,75.4,66
1,2021-02-16,13.8,13.8,39,61.2,17
1,2021-02-17,102.5,102.5,1,-15.7,58
1,2021-02-18,89.8,89.8,44,70.89999999999999,13
1,2021-02-19,70.69999999999999,70.69999999999999,23,26.200000000000003,43
1,2021-02-20,118.3,118.3,88,122.9,89
1,2021-02-21,60.2,60.2,64,80.6,94
1,2021-02-22,76.2,76.2,15,9.6,53
1,2021-02-23,39.400000000000006,39.400000000000006,59,93.7,22
1,2021-02-24,139.99999999999997,139.99999999999997,37,53.9,30
1,2021-02-25,18.4,18.4,53,82.3,26
1,2021-02-26,123.4,123.4,23,29.5,32
1,2021-02-27,27.1,27.1,96,145.5,59
1,2021-02-28,-18.6,-18.6,77,121.0,33
1,2021-03-01,72.99999999999999,72.99999999999999,74,101.2,82
1,2021-03-02,50.5,50.5,9,13.8,5
1,2021-03-03,56.0,56.0,67,102.5,38
1,2021-03-04,140.0,140.0,59,89.8,35
1,2021-03-05,76.8,76.8,52,70.69999999999999,59
1,2021-03-06,79.1,79.1,80,118.3,59
1,2021-03-07,74.39999999999999,74.39999999999999,46,60.2,60
1,2021-03-08,134.8,134.8,60,76.2,86
1,2021-03-09,67.4,67.4,35,39.400000000000006,67
1,2021-03-10,86.60000000000001,86.60000000000001,94,139.99999999999997,66
1,2021-03-11,144.4,144.4,20,18.4,52
1,2021-03-12,98.8,98.8,80,123.4,42
1,2021-03-13,70.89999999999999,70.89999999999999,32,27.1,91
1,2021-03-14,52.19999999999999,52.19999999999999,3,-18.6,79
1,2021-03-15,116.0,116.0,47,72.99999999999999,23
1,2021-03-16,45.4,45.4,32,50.5,13
1,2021-03-17,149.29999999999998,149.29999999999998,37,56.0,23
1,2021-03-18,38.8,38.8,85,140.0,15
1,2021-03-19,19.4,19.4,48,76.8,16
1,2021-03-20,39.900000000000006,39.900000000000006,49,79.1,14
1,2021-03-21,78.1,78.1,48,74.39999999999999,24
1,2021-03-22,18.8,18.8,80,134.8,4
1,2021-03-23,12.6,12.6,46,67.4,36
1,2021-03-24,59.69999999999999,59.69999999999999,61,86.60000000000001,57
1,2021-03-25,132.29999999999998,132.29999999999998,92,144.4,40
1,2021-03-26,22.000000000000004,22.000000000000004,71,98.8,73
1,2021-03-27,31.7,31.7,47,70.89999999999999,30
1,2021-03-28,25.9,25.9,42,52.19999999999999,64
1,2021-03-29,15.599999999999998,15.599999999999998,82,116.0,78
1,2021-03-30,41.2,41.2,35,45.4,47
1,2021-03-31,91.5,91.5,91,149.29999999999998,18
1,2021-04-01,53.69999999999999,53.69999999999999,35,38.8,69
1,2021-04-02,135.29999999999998,135.29999999999998,16,19.4,26
1,2021-04-03,-15.8,-15.8,33,39.900000000000006,54
1,2021-04-04,147.9,147.9,53,78.1,40
1,2021-04-05,119.4,119.4,25,18.8,79
1,2021-04-06,127.39999999999998,127.39999999999998,15,12.6,43
1,2021-04-07,43.1,43.1,42,59.69999999999999,39
1,2021-04-08,65.2,65.2,78,132.29999999999998,1
1,2021-04-09,4.799999999999997,4.799999999999997,23,22.000000000000004,57
1,2021-04-10,131.4,131.4,31,31.7,70
1,2021-04-11,-17.4,-17.4,20,25.9,27
1,2021-04-12,43.3,43.3,24,15.599999999999998,84
1,2021-04-13,52.9,52.9,26,41.2,10
1,2021-04-14,20.4,20.4,54,91.5,1
1,2021-04-15,39.2,39.2,42,53.69999999999999,59
1,2021-04-16,14.299999999999995,14.299999999999995,96,135.29999999999998,93
1,2021-04-17,123.4,123.4,2,-15.8,64
1,2021-04-18,132.0,132.0,93,147.9,34
1,2021-04-19,81.8,81.8,81,119.4,61
1,2021-04-20,58.9,58.9,79,127.39999999999998,23
1,2021-04-21,109.3,109.3,34,43.1,49
1,2021-04-22,45.2,45.2,41,65.2,15
1,2021-04-23,97.4,97.4,18,4.799999999999997,86
1,2021-04-24,124.7,124.7,93,131.4,89
1,2021-04-25,103.2,103.2,0,-17.4,58
1,2021-04-26,25.2,25.2,41,43.3,88
1,2021-04-27,50.9,50.9,35,52.9,22
1,2021-04-28,47.4,47.4,12,20.4,0
1,2021-04-29,115.79999999999998,115.79999999999998,31,39.2,45
1,2021-04-30,5.4,5.4,19,14.299999999999995,60
1,2021-05-01,55.7,55.7,80,123.4,42
1,2021-05-02,95.1,95.1,90,132.0,70
1,2021-05-03,-6.900000000000002,-6.900000000000002,49,81.8,5
1,2021-05-04,59.1,59.1,44,58.9,53
1,2021-05-05,-20.8,-20.8,65,109.3,4
1,2021-05-06,88.6,88.6,37,45.2,59
1,2021-05-07,107.5,107.5,67,97.4,55
1,2021-05-08,,,85,124.7,66
1,2021-05-09,,,72,103.2,64
1,2021-05-10,,,21,25.2,35
1,2021-05-11,,,37,50.9,40
1,2021-05-12,,,30,47.4,12
1,2021-05-13,,,81,115.79999999999998,73
1,2021-05-14,,,6,5.4,16
1,2021-05-15,,,46,55.7,75
1,2021-05-16,,,69,95.1,74
1,2021-05-17,,,12,-6.900000000000002,91
1,2021-05-18,,,36,59.1,7
1,2021-05-19,,,4,-20.8,92
1,2021-05-20,,,65,88.6,73
1,2021-05-21,,,74,107.5,61
