spatial id,temporal id,Target,Normal target,social-distancing-total-grade t,social-distancing-encounters-grade t+1,social-distancing-travel-distance-grade t,Retail t,Grocery t,Workplace t,weekend t,daily-state-test t,precipitation t,temperature t,confirmed t,virus-pressure t+2,virus-pressure t+3,total_population,female-percent,area,population_density,latitude,longitude,hospital_beds,ventilator_capacity,icu_beds,houses_density,less_than_high_school_diploma,high_school_diploma_only,some_college_or_higher,age_0_14,age_15_39,age_40_59,age_60_79,age_80_or_higher,total_college_population,smokers,diabetes,Religious,party,airport_distance,passenger_load,meat_plants,median_household_income,%insured,deaths_per_100000
22,2020/01/27,0.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872057e-08,21.582706766917294,10.492556390977443,0.0,0.0,0.0,100281.0,0.49947094960316146,728.4171052631579,231.12732134894736,31.05927220736842,-91.97847321710526,0.0022811670592757646,0.0004533363113670929,0.00043117702096389185,104.16976052631578,17.39736842105263,37.83684210526316,44.768421052631595,20.18421052631579,33.526315789473685,27.263157894736842,15.210526315789474,3.3421052631578947,0.36342947848400253,21.454113201657897,13.823684210526315,60.28947368421053,1.0,74.1009462862287,0.04972576608399173,1.6578947368421053,45237.07894736842,90.19560557008421,1067.355263157895
23,2020/01/27,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487207e-08,2.7142857142857144,-3.1625,0.0,0.0,0.0,83650.25,0.5086685604847807,1927.6825,92.08960767487501,44.68768840625,-69.523768628125,0.002298417770768405,0.00021188723015866528,0.0002230644639635601,49.87335,8.3625,34.681250000000006,56.96875000000001,16.3125,28.0,31.375,19.8125,4.5625,0.3526519524657207,16.12272784325,10.343750000000002,25.125,1.0,83.52471141917577,0.008078211005466704,1.5625,51536.5,88.77182033811252,1175.8000000000002
24,2020/01/27,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487207e-08,5.8446428571428575,2.375714285714286,0.0,0.0,0.0,292645.8125,0.5101876271567571,465.1381249999999,607.48266937,39.059254298125005,-76.84628250624999,0.0016199868459072459,0.00012063056266973752,0.00015095781841794576,243.02408749999995,9.812500000000002,30.0375,60.15625000000001,18.5,31.25,29.4375,16.75,4.0625,0.4227254131325761,13.741981457293754,11.843749999999998,40.625,0.0,70.37640355123615,1.3394639465537332,4.0,75478.75,93.29451552665624,984.3625000000001
25,2020/01/27,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.139497505983798e-08,1.4061224489795916,0.33367346938775533,0.01020408163265306,0.0,0.0,493010.64285714284,0.5142792744988925,557.1485714285715,1704.7478563785714,42.11338583285714,-71.47067117428571,0.0020396435735884825,0.0002888263560989349,0.0002862306570844121,743.3396785714285,8.557142857142855,25.04285714285714,66.42142857142856,17.142857142857142,32.42857142857143,29.928571428571427,16.5,4.5,0.5959044879755495,13.27009479775,9.042857142857143,51.214285714285715,0.0,49.598083345499454,0.6638698622685946,7.071428571428571,75312.78571428571,96.54384263167857,933.9357142857141
26,2020/01/27,0.0,0.0,69.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,5.060041407867495,-1.1436024844720494,0.0,0.0,0.0,140806.76811594202,0.498540689157068,679.052463768116,223.02018984995655,43.85550001826087,-84.97797720753626,0.0021739419743409378,0.00023979667172840905,0.00024220559490309082,102.02925942028985,9.350724637681159,34.22463768115943,56.42898550724637,17.89855072463768,29.36231884057971,29.26086956521739,18.884057971014492,4.550724637681159,0.3882135327809915,17.451818671318836,12.215942028985506,38.89855072463768,1.0,87.54470871782085,0.048380589236985794,3.0869565217391304,52586.34782608696,93.24438636993041,1161.7246376811597
27,2020/01/27,0.0,0.0,59.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,2.198547215496368,-5.548426150121066,0.0,0.0,0.0,88554.89830508475,0.49751976748916166,1015.6966101694915,195.38540671913563,45.53209085847457,-93.93713859847456,0.0024821011199650414,0.000301763306949294,0.00029024756039670125,80.54806779661017,7.866101694915254,31.281355932203386,60.852542372881345,19.64406779661017,30.11864406779661,28.508474576271187,16.677966101694917,4.813559322033898,0.36469962976173875,15.020494817830514,9.652542372881358,60.13559322033898,1.0,90.9968848643344,1.529602057454283,3.0677966101694913,62684.372881355936,94.21525448692034,960.7203389830509
28,2020/01/27,0.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,18.63205574912892,8.817560975609757,0.0,0.0,0.0,56314.53658536585,0.5183891991635465,612.7836585365853,93.08909570487805,32.7137421302439,-89.554618607561,0.00390126575922328,0.00035252625039231157,0.0003544035846572599,41.32020975609756,17.809756097560975,31.258536585365853,50.926829268292686,20.902439024390244,33.46341463414634,26.48780487804878,15.365853658536585,3.5121951219512195,0.6119162606262443,19.664898649731708,15.260975609756096,61.1219512195122,0.0,98.90319667228744,0.030907601284252358,2.073170731707317,42421.829268292684,84.92223572217073,1140.1121951219511
29,2020/01/27,0.0,0.0,72.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,6.448412698412699,1.5339285714285715,0.0,0.0,0.0,74637.13888888889,0.5005805544900843,624.9397222222221,131.70112771805555,38.29208460083333,-92.64696888000002,0.0017030929999821039,0.00025318748527279416,0.000244648231927575,58.1130222222222,13.247222222222224,37.66388888888888,49.091666666666676,19.708333333333332,31.444444444444443,27.47222222222222,17.34722222222222,4.097222222222222,0.4236335940849115,20.36513614447222,12.391666666666664,49.25,0.0,118.01490040266864,0.07258490368628,2.0416666666666665,48764.77777777778,87.49232547450278,1157.336111111111
30,2020/01/27,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487206e-08,12.782608695652174,-0.1975155279503103,0.0,0.0,0.0,40024.913043478264,0.4946462610944706,2800.453913043478,16.350885855869564,46.90066667000001,-111.03780646956523,0.003792399393355983,0.00038830085492811095,0.00037599348880029904,7.860473913043478,7.834782608695649,32.10869565217391,60.04782608695652,18.695652173913043,29.869565217391305,28.82608695652174,18.217391304347824,4.086956521739131,0.3428148449283509,18.045298730000003,9.46086956521739,41.65217391304348,1.0,120.29570050072572,0.0017279467766074404,0.782608695652174,51155.434782608696,87.96619441538697,998.008695652174
31,2020/01/27,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487206e-08,2.6956521739130435,0.8318012422360246,0.0,0.0,0.0,66839.30434782608,0.4986108323786799,900.6904347826087,154.9290523464783,41.21915113130435,-98.51608130043478,0.0033889400979446116,0.0004153074009746666,0.0004115208643709862,64.20223043478259,9.634782608695653,30.117391304347823,60.2521739130435,20.47826086956522,30.47826086956522,27.695652173913043,16.304347826086957,5.304347826086956,0.3581866520259401,14.933425648043476,10.234782608695655,60.08695652173913,0.0,97.03763453703418,0.06446647058414966,3.869565217391304,58297.95652173913,90.06852911573044,1033.2652173913045
32,2020/01/27,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,4.385714285714285,3.8342857142857136,0.0,0.0,0.0,295573.9,0.4830978674971388,8119.344,46.720030409100005,39.43615845699999,-117.37004737,0.001648727685875043,0.0002493315642575807,0.00024880926702009387,20.056859999999997,12.89,31.889999999999993,55.25,20.3,30.8,28.6,17.9,2.9,0.1626791052567489,17.2253807141,10.5,38.2,1.0,160.7622395675977,1.6436157347701723,3.8,64670.5,87.041621171,1026.56
33,2020/01/27,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872074e-08,0.31428571428571433,-1.8585714285714285,0.0,0.0,0.0,135645.8,0.5028486382776695,895.266,189.689115984,43.478972876,-71.57765670500001,0.0019757913191340375,0.0002650027841636638,0.000272574602962168,88.23912999999999,7.530000000000001,30.119999999999997,62.33999999999999,16.6,29.7,31.8,17.9,4.3,0.7053236975342595,14.846272716800001,9.55,31.3,0.0,80.8423844524898,0.0014216077986993324,1.9,67052.6,92.51442235633999,1064.2299999999998
34,2020/01/27,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872067e-08,4.333333333333333,2.280793650793651,0.0,0.0,0.0,441825.22222222225,0.5094918162934166,337.30722222222226,2546.7411201444443,40.37903927777778,-74.57242387444444,0.0021003113499123223,0.0002824934346471877,0.0002950076425883548,1024.6484555555555,10.511111111111113,27.788888888888884,61.71666666666667,19.166666666666668,31.555555555555557,30.38888888888889,15.0,3.9444444444444446,0.3887757797916083,13.754874280833333,9.450000000000001,52.72222222222222,1.0,30.14904380974129,0.6334880615077834,13.38888888888889,83148.33333333333,91.30125663866666,877.0333333333333
35,2020/01/27,0.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487206e-08,1.5054945054945057,3.0347252747252744,0.0,0.0,0.0,79549.88461538461,0.49720707230491956,3763.8538461538474,46.240680445307696,34.48089849923077,-106.03661225769231,0.001410302231718974,0.00024625185015507564,0.0002415875216299214,20.454161538461538,16.346153846153847,29.265384615384612,54.39615384615385,20.26923076923077,31.03846153846154,27.46153846153846,17.73076923076923,3.6153846153846154,0.4873714600713675,17.330994868230768,10.461538461538462,53.11538461538461,1.0,144.75153295030017,0.009702102324678104,1.3076923076923077,45663.346153846156,89.04571563812308,1035.2923076923075
36,2020/01/27,0.0,0.0,53.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.139497505983796e-08,3.8479784366576815,-0.8829649595687332,0.0,0.0,0.0,271673.0,0.5008933634718021,803.3683018867924,2086.856511471321,42.660962696037735,-75.65580702886793,0.0026663215556542697,0.00023699398086593008,0.0002324488166487011,1026.7690905660384,10.337735849056603,32.443396226415096,57.22830188679245,17.660377358490567,31.962264150943398,29.566037735849058,16.49056603773585,4.415094339622642,0.6290475586707478,15.460149410113209,10.958490566037735,41.16981132075472,1.0,58.164679258119236,0.06659583764637106,5.415094339622642,60796.11320754717,94.56496743694339,991.4188679245285
37,2020/01/27,0.0,0.0,85.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,15.612100840336131,4.864470588235294,0.0,0.0,0.0,117137.69411764706,0.5107721847405439,504.04188235294106,235.88558761635298,35.610932872352954,-79.68076418117649,0.0016511615683545118,0.0003219515776182546,0.0003023949017491211,107.44823529411761,15.368235294117655,30.26588235294118,54.37058823529411,18.71764705882353,31.152941176470588,28.16470588235294,18.16470588235294,3.929411764705882,0.4161225529710583,17.481262027741177,13.118823529411763,47.36470588235294,1.0,72.99359464843933,0.4514025635725123,3.4352941176470586,48826.117647058825,86.30697899662825,1114.6423529411761
38,2020/01/27,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.139497505983798e-08,3.968831168831169,-3.3594805194805195,0.0,0.0,0.0,49454.181818181816,0.4845071773726945,1792.8536363636363,29.179845649,47.28992055909091,-100.11692162999998,0.0025528740739762168,0.000515867158761219,0.0004592566070722266,13.76408181818182,7.672727272727272,28.700000000000003,63.609090909090895,18.454545454545453,33.90909090909091,27.363636363636363,14.909090909090908,4.909090909090909,0.7014231523928257,16.996173541454542,9.07272727272727,66.0,0.0,114.31202055298922,0.004116513342706522,1.0909090909090908,64539.90909090909,91.1095969098818,817.5818181818181
39,2020/01/27,0.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,5.612307692307692,1.3432527472527471,0.0,0.0,0.0,146051.8153846154,0.5039287130002051,471.60353846153856,317.3810318026153,40.321084335692305,-82.94685112553849,0.001911411405803918,0.00024194042977745438,0.0002466647141183522,142.5150353846154,11.51384615384615,39.99846153846154,48.48769230769231,19.846153846153847,30.96923076923077,28.73846153846154,16.584615384615386,4.076923076923077,0.358417181825375,19.234596771461533,12.812307692307687,40.58461538461538,0.0,60.82298930770661,0.11430998305652536,3.4153846153846152,55189.26153846154,92.57334854759533,1141.3584615384616
40,2020/01/27,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872057e-08,7.145812807881774,4.560591133004926,0.0,0.0,0.0,85988.5172413793,0.5005421461733396,958.6775862068964,121.75972899110344,35.55051751758621,-96.95880259448273,0.002090570004958519,0.0003548161921140546,0.00034406784556256147,53.886124137931034,13.9,35.56206896551725,50.548275862068984,20.413793103448278,31.75862068965517,26.96551724137931,17.275862068965516,3.793103448275862,0.37005040478169804,18.881869400965517,13.172413793103447,59.89655172413793,0.0,97.83502726388053,0.0036047836038259717,1.7586206896551724,48945.793103448275,82.23359593027585,1180.6310344827584
41,2020/01/27,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872057e-08,54.48018433179724,3.906912442396313,0.0,0.0,0.0,134403.03225806452,0.5006067871963678,2647.5551612903228,141.18254539770967,44.451673992258044,-121.6865719419355,0.0016271984057026382,0.000216817388191085,0.00021359782782280626,59.702545161290324,10.835483870967739,27.458064516129035,61.696774193548386,17.870967741935484,29.677419354838708,28.161290322580644,19.612903225806452,4.612903225806452,0.40259929070488265,15.434405013870965,10.490322580645161,29.93548387096774,1.0,117.97903439963213,0.5185968114731863,3.4516129032258065,55339.645161290326,91.02036948810644,1051.0774193548386
42,2020/01/27,0.0,0.0,54.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,5.208465608465609,0.688888888888889,0.0,0.0,0.0,223539.53703703705,0.5028519208244864,712.2764814814815,557.8633641616667,40.772474596111095,-77.61397998777777,0.002449258857793226,0.00026183112671470727,0.0002595173370604077,243.5553314814814,10.15925925925926,41.05555555555555,48.77407407407407,17.296296296296298,30.74074074074074,29.296296296296298,17.72222222222222,4.925925925925926,0.4462814365277789,17.95506185475926,11.437037037037035,50.27777777777778,1.0,71.6152465623332,0.36280547308268507,7.592592592592593,56579.92592592593,93.24298962300189,1134.5277777777778
44,2020/01/27,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.1394975059837984e-08,2.721428571428571,0.7971428571428573,0.0,0.0,0.0,252166.5,0.5128517159619541,252.41500000000002,928.752646525,41.641382435,-71.50850058500001,0.0016302384002513876,0.0003790923667727936,0.00034350366289202523,426.314275,8.975,25.925,65.125,16.5,31.0,29.75,16.75,5.0,0.8240429579926676,13.511891432499999,9.0,51.5,1.0,22.367250848314896,0.11620960857457911,6.25,72426.25,95.53717111329999,974.575
45,2020/01/27,0.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,9.588571428571429,7.148071428571429,0.0,0.0,0.0,121096.125,0.5136618996514535,677.2679999999998,164.15079832850003,33.993135492,-81.0004752315,0.0017232949692605009,0.00019529335074549144,0.0001971056912799295,74.697665,15.779999999999996,33.5825,50.63249999999999,19.05,31.7,28.025,17.875,3.625,0.3096543084275216,17.732613551049997,14.939999999999998,51.575,0.0,55.37980471257242,0.38107352397623445,2.025,46867.2,86.77065564437501,1166.9375000000005
46,2020/01/27,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,3.88952380952381,-1.9293333333333333,0.0,0.0,0.0,41964.26666666667,0.4941068178690612,1199.1280000000002,46.278806367066665,44.21330867333333,-99.10623496199999,0.004690584816507638,0.0004778982157556496,0.0004567847840458911,20.325553333333335,7.8133333333333335,30.860000000000003,61.333333333333336,19.666666666666668,32.6,27.333333333333332,15.866666666666667,4.8,0.7291743618777954,15.451287562799996,9.520000000000001,57.6,0.0,101.90457024629602,0.004369115827112043,1.6666666666666667,58201.13333333333,89.74939075490667,944.5
47,2020/01/27,0.0,0.0,69.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,7.255486542443066,4.786169772256729,0.0,0.0,0.0,88383.30434782608,0.5053009796103111,461.2284057971014,177.62058303637687,35.8479544115942,-86.01954721115943,0.0020431344408163286,0.00024266331788282226,0.00023927865864426797,78.32206521739128,16.181159420289852,38.95652173913044,44.85217391304348,18.942028985507246,30.507246376811594,28.52173913043478,18.217391304347824,3.710144927536232,0.2888560414636114,22.123210803782612,14.28550724637681,50.72463768115942,0.0,72.38649882080617,0.3378756461713458,2.391304347826087,48760.59420289855,88.28879030892895,1239.2043478260869
48,2020/01/27,0.0,0.0,149.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,7.791562799616488,9.850738255033558,0.0,0.0,0.0,184397.3489932886,0.4940384288171104,1009.9016778523496,189.46992195518118,31.32406072395972,-97.96930013879192,0.0016397857023497317,0.00032104687665822747,0.00030610745049394945,73.89057114093964,18.660402684563753,31.465771812080533,49.86778523489935,21.006711409395972,32.100671140939596,26.664429530201343,16.483221476510067,3.7583892617449663,0.43220828335691913,15.071185308308724,12.087919463087252,59.08724832214765,0.0,87.01204865012738,0.7887365277715904,3.0604026845637584,52644.476510067114,79.7767104037651,990.0510067114096
