spatial id,temporal id,Target,social-distancing-total-grade t,social-distancing-encounters-grade t-1,social-distancing-encounters-grade t,social-distancing-travel-distance-grade t,Retail t,Grocery t,Workplace t,weekend t,daily-state-test t-1,daily-state-test t,precipitation t,temperature t,confirmed t,futuristic virus-pressure t-1,futuristic virus-pressure t,total_population,female-percent,area,population_density,latitude,longitude,hospital_beds,ventilator_capacity,icu_beds,houses_density,less_than_high_school_diploma,high_school_diploma_only,some_college_or_higher,age_0_14,age_15_39,age_40_59,age_60_79,age_80_or_higher,total_college_population,smokers,diabetes,Religious,party,airport_distance,passenger_load,meat_plants,median_household_income,%insured,deaths_per_100000
16,2020/02/03,0.0,3.5263605246161616,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,3.5004721900203477,-3.7615966386554627,0.0,0.0,0.0,10.822450592964,0.40065320037542157,7.567716067899992,3.9026733604404655,3.792570195875671,-114.45653383235293,0.0018784801935977332,0.0002521659166683855,0.00024911379245908465,2.98579408233302,2.4211521349626377,3.42579434166266,4.060392299321479,3.1082728332455245,3.4453080801096285,3.2524243730690157,2.8139987791115906,1.2776605201170952,0.41736320349474476,2.643644764029869,2.26176309847379,3.9949574555830787,0.0,4.896155777937612,0.6420197124264833,0.9844989819006887,10.874710332848107,4.457553314819661,6.800238846233026
17,2020/02/03,0.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.563127248807876,0.7350000000000001,0.0,0.0,0.0022027875007120676,12.195983840923292,0.4057626973486992,6.473662789725096,5.689337868217533,3.6945722389056788,-89.1890294868333,0.002548841672730595,0.0002695941387744712,0.0002741610137462872,4.812914156753273,2.3310105671777497,3.502901219816438,4.034417613641752,2.932082246477535,3.4693751061922655,3.328029138764723,2.819392788437584,1.5546296759391054,0.39072045625639146,2.76173823688128,2.405141681319138,3.9367156180185177,0.6931471805599453,4.2179072614532425,0.16340273108898426,2.0626344233634546,10.94525696581209,4.539993784539789,7.01920720427628
18,2020/02/03,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.592108019843512,1.5055737704918037,0.0,0.0,0.0007803355838811049,11.439247513837277,0.40679309438189437,6.001267569595169,5.420227140867424,3.6891089032802666,-86.2592362286885,0.0019502357738400166,0.00031479135606302805,0.0003025890696529396,4.584905984642014,2.44888300634899,3.639094943286665,3.919275332141734,3.0014535805376004,3.447121094357495,3.3409483723546183,2.7776985953920517,1.3655896877581994,0.283893969715325,2.978411989360457,2.5400518058398096,3.7672814723300125,0.0,4.111950098266652,0.17887723087106103,0.8658598782472631,10.948326049860368,4.505539188383125,6.983777810639228
19,2020/02/03,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,1.3702319831097614,-4.777934065934066,0.0,0.0,0.0,10.669070236023934,0.4059653046648372,6.375100560636795,4.293323808406204,3.7419120794188636,-93.1646703044615,0.002916743923868612,0.00030000809982472237,0.00029948420006348095,3.4835261842873844,2.084429083190875,3.5476260153955033,4.047011028958269,2.9597064512972286,3.3820406995446155,3.3376839759398296,2.842222413998582,1.7498685275188948,0.38405757267710144,2.7616625086895197,2.3220860156567706,4.093318394866788,0.0,4.478658797637326,0.012481503395711703,1.167946982069174,10.97274787141754,4.547710937413388,7.02617947657164
20,2020/02/03,0.0,3.784189633918261,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,1.0406896409354052,1.0497402597402599,0.0,0.0,0.0,10.997275343219062,0.4045741973109034,6.601925590764932,4.722917192174007,3.646965950827496,-96.84590992386364,0.0030502885565567932,0.0004340358156988121,0.00040727595033238805,3.869852896170033,2.3132102635983895,3.392829131991639,4.096501325643983,3.0423555896383325,3.472813073173812,3.2865344733420154,2.748144658304088,1.5629178967992075,0.5530880538751921,2.8312090447602487,2.4079683356663386,3.916105569501856,0.6931471805599453,5.165955575241938,0.0909535859869693,0.9431981847940795,10.893857230168717,4.496352176111936,6.993369847555611
21,2020/02/03,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,4.332313875232964,5.453369272237197,0.0,0.0,0.0,10.883516367358135,0.4084906507156048,5.885075725146629,5.073745453362889,3.627046935049352,-85.3315028316981,0.002706707507477713,0.0002723307620443874,0.00029449787354189416,4.266990371530606,2.834876776654914,3.627104406660673,3.814472582302494,2.966050822281928,3.4639654685810135,3.3489105452157273,2.8309911209194984,1.1887633856624071,0.2820629172336382,3.0953478697794266,2.6063169215641504,3.920664802586797,0.6931471805599453,4.462371409643876,0.19288873516133656,0.9925527167077854,10.744154853934383,4.536167552012328,7.0864002741778815
22,2020/02/03,0.0,3.6375861597263857,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.6362001581185086,13.17857142857143,0.0,0.0,0.0,11.51573152430069,0.4051123456302382,6.590873830915393,5.442968733351594,3.435897385616276,-91.97847321710526,0.0022785691477961553,0.00045323358550648145,0.0004310840908641767,4.6460218811199105,2.8563189546131467,3.6332832868233855,3.8015030036530932,3.0049006416408703,3.512330676405723,3.3055362630930425,2.7219877089459916,1.2066009267322055,0.31000320101543855,3.065916384643926,2.62638336823353,4.0991575227271095,0.6931471805599453,4.30542830261495,0.04852895489915774,0.9775343571148737,10.719672360226989,4.501980707146574,6.972939151046522
23,2020/02/03,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.5840148472190627,-5.223214285714286,0.0,0.0,0.0,11.33439969505366,0.4112275138350557,7.564073783186274,4.522762099488291,3.799698036529255,-69.523768628125,0.002295780448982284,0.00021186478522995715,0.00022303958878515327,3.9094867919560157,2.1237574254543468,3.5461991950920746,4.042502871878937,2.791931685082912,3.332204510175204,3.446011397451948,2.986313051637499,1.5178707189086098,0.3020670747554913,2.7802299438075018,2.3363824725773363,3.22386336637924,0.6931471805599453,4.425142533213514,0.008045756922407622,0.9409833444645266,10.85004557347983,4.486069261100828,7.069704045968154
24,2020/02/03,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,4.031708991230616,4.910714285714286,0.0,0.0,0.0,12.586718325715575,0.41223389950284994,6.142334404489568,6.40932364702177,3.6650798340764577,-76.84628250624999,0.0016186760826386887,0.00012062328738850454,0.0001509464254330954,5.493160563942342,2.283657083108527,3.4024466010625876,4.096945343922158,2.917770732084279,3.4420193761824107,3.3822693717766366,2.8183982582710754,1.4017985476558559,0.3525743371235725,2.6204554872624457,2.4718003022826998,3.7043836406499016,0.0,4.253858030150656,0.8499218204568226,1.6094379124341003,11.231606438667031,4.535761322917097,6.891994223520674
25,2020/02/03,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,4.1394974146556274e-08,1.4488240223823767e-07,3.7147162600485486,0.396530612244898,0.0,0.0,0.0041701073862596425,13.108286040737333,0.41493959936425495,6.322831939420085,7.441172493959627,3.7403656434264216,-71.47067117428571,0.0020375663247202045,0.000288784653796582,0.0002861897009048921,6.611153111944368,2.1467663560660903,3.2205886428718755,4.1960197238688925,2.841581593726733,3.4790398684260895,3.398813590306879,2.803360380906535,1.5040773967762742,0.4674406526100072,2.5855129920827293,2.2019751800948173,3.9360185109843617,0.0,3.903952190756418,0.5091461315693523,2.088330489097082,11.229405196376572,4.569997232958735,6.839407607472174
26,2020/02/03,0.0,4.23410650459726,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,2.086918693957883,-3.77080745341615,0.0,0.0,0.00029572675063955773,11.855143790556072,0.40449176066390785,6.52069839080079,5.407262304805603,3.780900138963267,-84.97797720753626,0.0021715823816133586,0.00023976792510205068,0.00024217626786342958,4.625259629210316,2.2354538416537943,3.5329457847389127,4.032982953921985,2.8847197444648183,3.3797121802113694,3.376251113715578,2.938318072527586,1.5152864813109939,0.3280176923133694,2.8594438650697986,2.502741822406177,3.660956993494313,0.6931471805599453,4.472149619644701,0.04724667764194419,1.4078005663408544,10.870211818005073,4.535223856925576,7.057660936593718
27,2020/02/03,0.0,4.07753744390572,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,2.253150653527239,-9.515060532687652,0.0,0.0,0.0,11.391377958508668,0.403810251246996,6.923329971507073,5.274974052680152,3.8184173709471114,-93.93713859847456,0.002479025794774281,0.000301717785560159,0.0002902054467223226,4.388854121707841,2.0625626023414108,3.4430222629538245,4.108453599544816,2.9777753994340324,3.4051443842489317,3.350201396627174,2.814088453146534,1.5714367942554865,0.31093435296544714,2.7094155897234766,2.2672213389815177,4.09660189952375,0.6931471805599453,4.510825273670851,0.9280620008243695,1.4031014794362717,11.045867459214463,4.545582105700354,6.867683356195078
28,2020/02/03,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,4.4690910009680325,11.601951219512193,0.0,0.0,0.0,10.93870797947459,0.4176500355470851,6.418011951191874,4.533557052878595,3.4877952382547956,-89.554618607561,0.0038936755564886404,0.00035246412761318573,0.0003543407985407842,3.721351720620391,2.879746402517229,3.442292509609787,3.9303898822982215,3.039865851893472,3.5104527415815228,3.276684433789573,2.7321477526812705,1.2562412328716928,0.47742369523278844,2.9788352520302532,2.72529895630001,4.112871068751706,0.0,4.594141560374133,0.030439580537826118,1.1227098402471702,10.65541834996809,4.4417359638809915,7.03888195331957
29,2020/02/03,0.0,4.276666119016055,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,3.2339208095280245,2.3273412698412703,0.0,0.0,0.0,11.220393502644098,0.4058520695556482,6.437655200640893,4.88053517149204,3.645243206442194,-92.64696888000002,0.0017016443816201847,0.00025315543873042447,0.00024461831042897126,4.062389773377224,2.583787886848069,3.628701781012153,3.8936892987396416,2.9810415581439873,3.448222320307018,3.313175393166602,2.8534323911095223,1.4103092373237645,0.35321247235588255,3.013824426296406,2.5170242036781088,3.8969093676180977,0.0,4.7708108910925855,0.07007153296296079,1.1124056108004454,10.794763564393328,4.471551080654096,7.05387618726286
30,2020/02/03,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.1292636661785136,-5.625465838509318,0.0,0.0,0.0,10.597257365307359,0.4018895641924583,7.9375367948258395,2.794282076662666,3.848031890063359,-111.03780646956523,0.003785226376353689,0.0003882254856611701,0.0003759228209617522,2.0618468989038288,2.0585731292450875,3.4691268860422846,4.095141346154733,2.9282909927584586,3.3968400762932,3.361280774256713,2.9023767039929877,1.4078005663408544,0.2947680412669471,2.8928851926820243,2.247164299052638,3.7293535620417106,0.6931471805599453,4.7899528825308595,0.0017264555941181666,0.578077850775158,10.84262401759485,4.476952586301411,6.905761989351836
31,2020/02/03,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,0.9540770675402934,-2.655403726708074,0.0,0.0,0.0,11.110046574932639,0.4045385672541791,6.803161618973796,5.042967285333445,3.7189029816380432,-98.51608130043478,0.0033832105814604603,0.0004152211847260819,0.0004114362128831065,4.162037952067234,2.265379738943979,3.4051027890994097,4.098538653264131,3.019363878087268,3.4170136711054404,3.3212754396430135,2.791431810041261,1.6685268288041069,0.30615046595521095,2.7036020325223484,2.3257919788970267,4.095792788398466,0.0,4.575098888174575,0.062473707048049935,1.583004655365945,10.973322320639188,4.500570815205224,6.940479180978822
32,2020/02/03,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,1.640382716283522,-1.4842857142857144,0.0,0.0,0.0,12.596674169164718,0.39413305389618625,9.002004641714842,3.844172989399469,3.674683122784649,-117.37004737,0.0016473700264528347,0.00024930048630878305,0.0002487783191277202,2.998571239872853,2.556451816951096,3.462292481021966,4.0118683403978626,3.0106208860477417,3.427514689979529,3.353406717825807,2.884800712846709,1.0647107369924282,0.15072691565002255,2.8463839190705618,2.3513752571634776,3.6428355156125294,0.6931471805599453,5.0799265006086065,0.9721475766202682,1.5686159179138452,11.077060425970979,4.466386408520116,6.93396868579804
33,2020/02/03,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.6856599914869634,-3.3442857142857148,0.0,0.0,0.0,11.817802355573097,0.4073623992975245,6.797120880821603,5.245386500408304,3.7722774390668996,-71.57765670500001,0.001973842010661202,0.000264967677128112,0.00027253746125416436,4.480050515422481,2.0188950418118026,3.405189402931693,4.132603274339191,2.8094026953624978,3.391147045808654,3.459466289786131,2.884800712846709,1.4586150226995167,0.5337549446421358,2.6977488382423824,2.256541154492639,3.4436180975461075,0.0,4.392501388049085,0.0014205982709876554,1.0647107369924282,11.11323266499008,4.527364549730368,6.970006811954747
34,2020/02/03,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.6609126379580696,5.272222222222223,0.0,0.0,0.0,12.998669658022218,0.41177304868163794,5.820994153703841,7.842569828723916,3.698310820570398,-74.57242387444444,0.0020981087795455097,0.00028245354088992085,0.0002949641363899118,6.93210486255508,2.3524328987216134,3.324636260547354,4.122554018691512,2.953172659135195,3.4517496608249867,3.4140770445258166,2.70805020110221,1.3723081191451507,0.32842262510569525,2.6213932544462435,2.2460147415056513,3.965037040713763,0.6931471805599453,3.4061532082338397,0.4907176434971003,2.6664563038033733,11.328381440323176,4.51416455134702,6.7765450000117236
35,2020/02/03,0.0,3.258096538021482,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,2.0477637376972835,1.8028571428571425,0.0,0.0,0.0,11.284139583298314,0.40360142072447663,8.233198670555494,3.8338599397685598,3.5404055040183513,-106.03661225769231,0.0014093086895466279,0.00024622153514494065,0.00024155834406384136,3.0181863599991363,2.793992630902935,3.376405405160995,3.996293450004972,3.0091040105198803,3.435227130248467,3.3127864243181024,2.8753015049751665,1.285198244248522,0.397010441306395,2.852496509363725,2.347705528274515,3.97246661538781,0.6931471805599453,4.975018706727253,0.009655339154006891,0.8362480242006185,10.729051201538937,4.489149896709904,6.942439088716751
36,2020/02/03,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,4.1394974146556274e-08,1.4488240223823767e-07,3.8189023406320945,-1.4627493261455524,0.0,0.0,0.0,12.512354416166584,0.40606050647124375,6.688813266188876,7.643414151225944,3.7532842795030135,-75.65580702886793,0.002662773226260397,0.00023696590222870375,0.0002324218046084276,6.934172345861809,2.3358008749922483,3.479496916320199,4.047048564249055,2.87132356292547,3.464555961659878,3.386626328803899,2.802788462103414,1.4850292018055797,0.48799552420340925,2.7382657074148544,2.3941145499584646,3.7177052528408945,0.6931471805599453,4.06327828490846,0.06447211672631997,1.8586537040580853,11.01528113840336,4.5492870843946,6.899137117001631
37,2020/02/03,0.0,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,4.275325351307558,7.100974789915965,0.0,0.0,0.0,11.671105394608357,0.41262090073919905,6.222659364525391,5.463346889237158,3.5726526938674446,-79.68076418117649,0.0016497998997759594,0.00032189976233015224,0.000302349189625978,4.677009199446138,2.7323027360022016,3.4100210831542985,3.9958233502145157,2.9294667718474705,3.4389086605665824,3.338069629627602,2.899480474094405,1.368489736486384,0.3479225402347792,2.861129566004574,2.5740481094809997,3.8578773497094203,0.6931471805599453,4.290371692756686,0.372530374136013,1.4895939309576944,10.796020646359668,4.457910463842003,7.016288872745813
38,2020/02/03,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,4.1394974146556274e-08,1.4488240223823767e-07,3.500278482739115,-8.46077922077922,0.0,0.0,0.0,10.808801900071499,0.3950828500854994,7.491563839689593,3.3734782534644743,3.8562971767874017,-100.11692162999998,0.002549621026195421,0.0005157341450415147,0.0004591511810338431,2.6220624322783497,2.037672128803541,3.3568971227655755,4.15275639895348,2.915310706243417,3.523683146845445,3.309214991950505,2.7019711550258276,1.5910887737659039,0.5314650493152011,2.8329882329238147,2.2052729105190476,4.189654742026425,0.0,4.738931731963955,0.004108063682478296,0.7375989431307791,11.075039057035223,4.512063143502193,6.706350981166234
39,2020/02/03,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,3.808185139474477,1.640791208791209,0.0,0.0,0.0,11.891716737623028,0.4080808261331744,6.156138671734174,5.760103045130153,3.696874516647833,-82.94685112553849,0.0019095869834672586,0.0002419111669115809,0.00024663429737950885,4.959447505613746,2.443550324504297,3.6888409918358107,3.8813099988874766,2.9880102274600806,3.4329941557441543,3.358236348893151,2.8084754815733053,1.405342556090585,0.3063201850707593,2.9567105727124456,2.5504062474051215,3.7033890633816227,0.0,4.107967831118779,0.1082353640691717,1.4850949458639842,10.918523675993631,4.528001287565163,7.03997446488603
40,2020/02/03,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,3.5121775454575817,4.246305418719212,0.0,0.0,0.0,11.361969045871918,0.40582647359001944,6.865554820448949,4.8020496683479506,3.5709547136000057,-96.95880259448273,0.0020883878043185524,0.000354753259734834,0.0003440086677951705,3.986873007628185,2.631888840136646,3.5712795913355495,3.9229288373095117,3.016210804897532,3.4581642062688327,3.294558910558837,2.849310271098391,1.3331845358059422,0.3148475309746898,2.938202170697353,2.578124778620101,4.092618936254631,0.0,4.583282664902079,0.003598301943396048,1.0147308046874077,10.79846870153704,4.409563928177172,7.073804349503915
41,2020/02/03,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,2.0121361707551434e-08,2.0121361707551434e-08,4.103716788026612,1.2335483870967738,0.0,0.0,0.004794282325303537,11.808598268260614,0.4058695511076458,7.881391912495649,4.950053701254505,3.7944026213690805,-121.6865719419355,0.0016258759527779832,0.00021679388669817534,0.00021357501905467255,4.089374652007242,2.3828262921331005,3.312659914102234,4.122231647430296,2.8831774822621377,3.3903864655579397,3.337948351354456,2.976187677481021,1.5288574257747611,0.33832715142033326,2.73659910935697,2.350453173188509,3.3990445283010544,0.6931471805599453,4.770506934100278,0.4177867581458959,1.4932664806720584,10.921244841345121,4.511083321996939,6.957571030728069
42,2020/02/03,0.0,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,0.0,0.4519851237430572,0.0,0.0,3.8697780412947176,1.8602116402116398,0.0,0.0,0.0,12.317343576885463,0.4073645835116551,6.568466152724037,6.324114065302682,3.7080072114844485,-77.61397998777777,0.002446264311932176,0.00026179685492732057,0.000259483668261159,5.495344150719098,2.3183855319392284,3.714926163052037,3.8871989027118454,2.8504923916645684,3.4255888347863146,3.3774611017633247,2.87481934488868,1.5945122622174246,0.36899573586879,2.887872072660097,2.4368569521462917,3.9175631858037616,0.6931471805599453,4.271307992112632,0.3095454228537609,2.1509005056619808,10.943409535662866,4.535208877392285,7.033971788519341
